,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,NR.UT,WN,NR.UT,WN,NR.UT,WN,NR.UT,WN,NR.UT,WN,NR.UT,WN
Date,,,,,,,,,,,,
2018-02-22 00:00:00,,103.02999877929688,,103.02999877929688,,104.20999908447266,,102.83999633789062,,104.12999725341797,,131176
