Date,Open,High,Low,Close,Adj Close,Volume
2017-06-28,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,1887
2017-06-29,4.349999904632568,4.349999904632568,4.199999809265137,4.199999809265137,4.199999809265137,827
2017-06-30,4.349999904632568,4.650000095367432,4.349999904632568,4.5,4.5,2313
2017-07-03,5.699999809265137,5.699999809265137,4.199999809265137,4.5,4.5,893
2017-07-05,4.5,4.5,4.5,4.5,4.5,720
2017-07-06,4.199999809265137,4.5,4.199999809265137,4.5,4.5,5133
2017-07-07,4.5,4.5,4.5,4.5,4.5,2080
2017-07-10,4.5,4.5,4.5,4.5,4.5,2067
2017-07-11,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,3733
2017-07-12,4.199999809265137,4.349999904632568,4.199999809265137,4.349999904632568,4.349999904632568,60
2017-07-13,4.5,4.5,4.199999809265137,4.5,4.5,1793
2017-07-14,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,13
2017-07-17,4.5,4.5,4.5,4.5,4.5,413
2017-07-18,4.5,4.5,4.349999904632568,4.349999904632568,4.349999904632568,373
2017-07-19,4.5,4.5,4.199999809265137,4.349999904632568,4.349999904632568,2707
2017-07-20,4.5,4.5,4.5,4.5,4.5,3360
2017-07-21,4.5,5.099999904632568,4.5,4.5,4.5,7073
2017-07-24,4.5,4.650000095367432,4.349999904632568,4.349999904632568,4.349999904632568,4807
2017-07-25,4.5,4.5,4.349999904632568,4.349999904632568,4.349999904632568,3353
2017-07-26,4.5,4.5,4.5,4.5,4.5,2020
2017-07-27,4.5,4.650000095367432,4.5,4.5,4.5,4253
2017-07-28,4.5,4.5,4.5,4.5,4.5,2507
2017-07-31,4.5,4.5,4.5,4.5,4.5,2553
2017-08-01,4.349999904632568,4.5,4.349999904632568,4.5,4.5,2013
2017-08-02,4.5,4.5,4.5,4.5,4.5,0
2017-08-03,4.5,4.5,4.5,4.5,4.5,340
2017-08-04,4.800000190734863,4.800000190734863,4.5,4.5,4.5,47
2017-08-07,4.5,4.949999809265137,4.5,4.5,4.5,400
2017-08-08,4.5,4.5,4.5,4.5,4.5,0
2017-08-09,4.5,4.5,4.5,4.5,4.5,233
2017-08-10,4.5,4.5,4.5,4.5,4.5,0
2017-08-11,4.5,4.5,4.5,4.5,4.5,0
2017-08-14,4.5,4.949999809265137,4.050000190734863,4.050000190734863,4.050000190734863,3540
2017-08-15,4.800000190734863,5.699999809265137,4.800000190734863,5.099999904632568,5.099999904632568,213
2017-08-16,5.699999809265137,5.699999809265137,4.650000095367432,4.650000095367432,4.650000095367432,120
2017-08-17,4.650000095367432,4.650000095367432,4.650000095367432,4.650000095367432,4.650000095367432,13
2017-08-18,4.650000095367432,4.650000095367432,4.199999809265137,4.199999809265137,4.199999809265137,2447
2017-08-21,4.5,4.949999809265137,4.5,4.949999809265137,4.949999809265137,1067
2017-08-22,4.800000190734863,4.800000190734863,4.650000095367432,4.650000095367432,4.650000095367432,487
2017-08-23,4.800000190734863,4.800000190734863,4.199999809265137,4.199999809265137,4.199999809265137,813
2017-08-24,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,40
2017-08-25,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-08-28,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,1280
2017-08-29,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-08-30,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-08-31,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,333
2017-09-01,4.800000190734863,4.800000190734863,4.349999904632568,4.349999904632568,4.349999904632568,1760
2017-09-05,4.199999809265137,4.349999904632568,4.199999809265137,4.199999809265137,4.199999809265137,1007
2017-09-06,4.650000095367432,4.650000095367432,4.650000095367432,4.650000095367432,4.650000095367432,900
2017-09-07,4.349999904632568,4.5,4.349999904632568,4.5,4.5,1167
2017-09-08,4.5,4.5,4.349999904632568,4.5,4.5,3627
2017-09-11,4.5,4.650000095367432,4.349999904632568,4.5,4.5,3400
2017-09-12,4.5,4.5,4.349999904632568,4.349999904632568,4.349999904632568,340
2017-09-13,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,13
2017-09-14,4.5,4.949999809265137,4.349999904632568,4.5,4.5,2653
2017-09-15,4.5,4.5,4.5,4.5,4.5,7
2017-09-18,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,967
2017-09-19,4.199999809265137,4.5,4.199999809265137,4.199999809265137,4.199999809265137,880
2017-09-20,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
2017-09-21,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
2017-09-22,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,207
2017-09-25,4.349999904632568,4.349999904632568,4.199999809265137,4.199999809265137,4.199999809265137,1113
2017-09-26,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
2017-09-27,4.050000190734863,4.199999809265137,4.050000190734863,4.050000190734863,4.050000190734863,4147
2017-09-28,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,1507
2017-09-29,3.9000000953674316,4.050000190734863,3.9000000953674316,4.050000190734863,4.050000190734863,2873
2017-10-02,4.050000190734863,4.050000190734863,3.9000000953674316,3.9000000953674316,3.9000000953674316,353
2017-10-03,3.75,4.349999904632568,3.75,3.75,3.75,10280
2017-10-04,3.9000000953674316,4.050000190734863,3.9000000953674316,4.050000190734863,4.050000190734863,1673
2017-10-05,4.050000190734863,4.800000190734863,3.9000000953674316,4.800000190734863,4.800000190734863,16187
2017-10-06,4.050000190734863,4.800000190734863,4.050000190734863,4.800000190734863,4.800000190734863,460
2017-10-09,4.800000190734863,4.800000190734863,4.199999809265137,4.5,4.5,800
2017-10-10,4.5,4.5,4.5,4.5,4.5,0
2017-10-11,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,2000
2017-10-12,4.349999904632568,4.349999904632568,4.199999809265137,4.199999809265137,4.199999809265137,213
2017-10-13,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,13
2017-10-16,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,2000
2017-10-17,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,187
2017-10-18,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-10-19,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-10-20,4.199999809265137,4.199999809265137,4.050000190734863,4.050000190734863,4.050000190734863,40
2017-10-23,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,0
2017-10-24,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,267
2017-10-25,4.349999904632568,4.349999904632568,4.050000190734863,4.050000190734863,4.050000190734863,393
2017-10-26,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,0
2017-10-27,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,633
2017-10-30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,567
2017-10-31,4.349999904632568,4.5,4.349999904632568,4.5,4.5,633
2017-11-01,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,1640
2017-11-02,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
2017-11-03,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
2017-11-06,4.5,4.5,4.349999904632568,4.349999904632568,4.349999904632568,213
2017-11-07,4.5,4.5,4.349999904632568,4.349999904632568,4.349999904632568,360
2017-11-08,4.050000190734863,4.050000190734863,3.9000000953674316,3.9000000953674316,3.9000000953674316,700
2017-11-09,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,1100
2017-11-10,4.5,4.5,4.199999809265137,4.349999904632568,4.349999904632568,3180
2017-11-13,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,1767
2017-11-14,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0
