,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,BN,IXR,BN,IXR,BN,IXR,BN,IXR,BN,IXR,BN,IXR
Date,,,,,,,,,,,,
2017-06-28,20.006620407104492,558.3400268554688,21.606035232543945,558.3400268554688,21.606035232543945,560.5599975585938,21.228778839111328,558.0900268554688,21.471302032470703,558.8400268554688,2612544,0
2017-06-29,19.7620849609375,552.0900268554688,21.341955184936523,552.0900268554688,21.595256805419922,559.1599731445312,21.061708450317383,550.2899780273438,21.57908821105957,559.1199951171875,2274843,0
2017-06-30,19.567462921142578,553.3200073242188,21.13176918029785,553.3200073242188,21.40662956237793,555.25,20.980867385864258,553.1799926757812,21.40662956237793,553.760009765625,2216395,0
2017-07-03,19.562469482421875,552.6099853515625,21.126380920410156,552.6099853515625,21.304231643676758,555.739990234375,21.115602493286133,552.5800170898438,21.255725860595703,554.8300170898438,444021,0
2017-07-05,19.472639083862305,552.1699829101562,21.02937126159668,552.1699829101562,21.09943389892578,553.719970703125,20.662893295288086,551.6900024414062,21.072486877441406,552.9000244140625,1425395,0
2017-07-06,19.402780532836914,549.030029296875,20.953920364379883,549.030029296875,21.056318283081055,551.9199829101562,20.85152244567871,549.0,20.937753677368164,551.3499755859375,1255988,0
2017-07-07,19.407773971557617,548.6300048828125,20.95931053161621,548.6300048828125,21.250337600708008,550.3900146484375,20.754514694213867,547.280029296875,21.01320457458496,549.7999877929688,1535241,0
2017-07-10,19.402780532836914,544.9400024414062,20.953920364379883,544.9400024414062,21.018592834472656,549.1799926757812,20.873079299926758,544.27001953125,20.96470069885254,548.8400268554688,660187,0
2017-07-11,19.442699432373047,543.3599853515625,20.99703598022461,543.3599853515625,21.023983001708984,545.4500122070312,20.776071548461914,542.2100219726562,20.97547721862793,545.0499877929688,1218321,0
2017-07-12,19.65229606628418,546.3699951171875,21.223390579223633,546.3699951171875,21.341955184936523,548.25,21.126380920410156,545.219970703125,21.212610244750977,545.219970703125,901773,0
2017-07-13,19.51256561279297,546.6300048828125,21.072486877441406,546.6300048828125,21.218000411987305,547.7100219726562,21.04553985595703,545.969970703125,21.218000411987305,547.3200073242188,877652,0
2017-07-14,19.692218780517578,550.6900024414062,21.266504287719727,550.6900024414062,21.35273551940918,551.4400024414062,21.115602493286133,548.0800170898438,21.13176918029785,548.0800170898438,1018113,0
2017-07-17,19.472639083862305,551.0999755859375,21.02937126159668,551.0999755859375,21.26111602783203,551.8200073242188,21.007814407348633,549.72998046875,21.26111602783203,550.5999755859375,885816,0
2017-07-18,19.522546768188477,551.1199951171875,21.08326530456543,551.1199951171875,21.1856632232666,552.1099853515625,20.95931053161621,550.3099975585938,21.04553985595703,550.8099975585938,723088,0
2017-07-19,19.816978454589844,552.8300170898438,21.4012393951416,552.8300170898438,21.433576583862305,552.8300170898438,21.15332794189453,549.8800048828125,21.180274963378906,550.5499877929688,870230,0
2017-07-20,19.90680694580078,552.4099731445312,21.498247146606445,552.4099731445312,21.53058433532715,554.4000244140625,21.35273551940918,551.3099975585938,21.482080459594727,551.9099731445312,877280,0
2017-07-21,19.797021865844727,553.760009765625,21.379682540893555,553.760009765625,21.503637313842773,553.8300170898438,21.282672882080078,550.27001953125,21.482080459594727,551.5800170898438,1169522,0
2017-07-24,19.747114181518555,551.75,21.325788497924805,551.75,21.417407989501953,553.5900268554688,21.218000411987305,551.510009765625,21.417407989501953,553.260009765625,783207,0
2017-07-25,19.487619400024414,555.9299926757812,21.04553985595703,555.9299926757812,21.45513343811035,556.0,21.007814407348633,553.2899780273438,21.282672882080078,553.97998046875,1020154,0
2017-07-26,19.567462921142578,555.969970703125,21.13176918029785,555.969970703125,21.212610244750977,556.9199829101562,20.94314193725586,554.0399780273438,21.06709861755371,555.1900024414062,1735635,0
2017-07-27,19.233102798461914,560.9600219726562,20.770681381225586,560.9600219726562,21.201831817626953,560.989990234375,20.60361099243164,555.72998046875,21.142549514770508,556.4199829101562,1442466,0
2017-07-28,19.31295394897461,556.3099975585938,20.85691261291504,556.3099975585938,20.926973342895508,561.469970703125,20.69523048400879,548.4299926757812,20.873079299926758,561.1599731445312,1082499,0
2017-07-31,19.407773971557617,555.97998046875,20.95931053161621,555.97998046875,21.034761428833008,557.239990234375,20.808406829833984,554.75,20.92158317565918,555.9600219726562,954284,0
2017-08-01,19.332914352416992,555.5599975585938,20.878469467163086,555.5599975585938,21.094045639038086,558.1199951171875,20.69523048400879,555.1900024414062,20.99164581298828,556.75,1793712,0
2017-08-02,19.327919006347656,555.22998046875,20.873079299926758,555.22998046875,20.95931053161621,555.9299926757812,20.759902954101562,552.6099853515625,20.894638061523438,555.25,2193758,0
2017-08-03,19.2181339263916,554.219970703125,20.754514694213867,554.219970703125,20.953920364379883,557.8200073242188,20.754514694213867,553.9400024414062,20.88924789428711,556.22998046875,2978820,0
2017-08-04,19.302968978881836,553.1300048828125,20.846132278442383,553.1300048828125,20.932363510131836,556.010009765625,20.74912452697754,552.3800048828125,20.808406829833984,555.3200073242188,1178057,0
2017-08-07,19.292985916137695,557.22998046875,20.83535385131836,557.22998046875,20.926973342895508,557.469970703125,20.759902954101562,553.27001953125,20.840744018554688,553.27001953125,522694,0
2017-08-08,19.322935104370117,555.0800170898438,20.867691040039062,555.0800170898438,20.900026321411133,557.280029296875,20.679061889648438,554.7899780273438,20.776071548461914,556.2999877929688,1469556,0
2017-08-09,19.457672119140625,555.9000244140625,21.01320457458496,555.9000244140625,21.034761428833008,556.02001953125,20.468875885009766,553.75,20.765291213989258,554.5999755859375,3257887,0
2017-08-10,19.16323471069336,553.260009765625,20.69523048400879,553.260009765625,21.09943389892578,555.8499755859375,20.652114868164062,553.219970703125,20.97547721862793,554.0999755859375,1930462,0
2017-08-11,19.083385467529297,553.719970703125,20.608999252319336,553.719970703125,20.700620651245117,555.9400024414062,20.436540603637695,553.0499877929688,20.436540603637695,554.1500244140625,1265265,0
2017-08-14,19.3828125,556.6400146484375,20.932363510131836,556.6400146484375,20.986257553100586,557.6699829101562,20.614389419555664,554.8800048828125,20.706008911132812,554.8800048828125,1378637,0
2017-08-15,19.37282943725586,558.9600219726562,20.92158317565918,558.9600219726562,20.986257553100586,559.9400024414062,20.85691261291504,556.739990234375,20.948530197143555,557.1699829101562,1012546,0
2017-08-16,19.517559051513672,560.75,21.077877044677734,560.75,21.158716201782227,561.6199951171875,20.99703598022461,559.2000122070312,20.99703598022461,559.4400024414062,1379008,0
2017-08-17,19.3828125,555.72998046875,20.932363510131836,555.72998046875,21.147939682006836,561.4400024414062,20.932363510131836,555.6699829101562,21.02937126159668,559.0700073242188,1074706,0
2017-08-18,19.52754020690918,553.9600219726562,21.088655471801758,553.9600219726562,21.169496536254883,555.97998046875,20.808406829833984,553.3499755859375,20.937753677368164,555.3699951171875,1419829,0
2017-08-21,19.517559051513672,556.260009765625,21.077877044677734,556.260009765625,21.115602493286133,557.1500244140625,20.92158317565918,553.7100219726562,21.072486877441406,553.9099731445312,802875,0
2017-08-22,19.577442169189453,556.5499877929688,21.142549514770508,556.5499877929688,21.19105339050293,557.9099731445312,21.077877044677734,555.5,21.142549514770508,556.4299926757812,590235,0
2017-08-23,19.602397918701172,554.739990234375,21.169496536254883,554.739990234375,21.282672882080078,556.0900268554688,20.986257553100586,554.0800170898438,21.072486877441406,555.989990234375,739231,0
2017-08-24,19.617361068725586,547.0499877929688,21.1856632232666,547.0499877929688,21.336566925048828,554.77001953125,21.126380920410156,546.489990234375,21.1856632232666,554.5399780273438,948717,0
2017-08-25,19.7221622467041,548.5,21.29884147644043,548.5,21.374292373657227,550.8900146484375,21.212610244750977,548.47998046875,21.255725860595703,548.7100219726562,480018,0
2017-08-28,19.59739875793457,547.3499755859375,21.164106369018555,547.3499755859375,21.358123779296875,548.9600219726562,21.110212326049805,545.5800170898438,21.336566925048828,548.8800048828125,682453,0
2017-08-29,19.677536010742188,548.8099975585938,21.174884796142578,548.8099975585938,21.23955726623535,549.510009765625,20.813796997070312,546.02001953125,20.894638061523438,546.1799926757812,946491,0
2017-08-30,19.642473220825195,548.8599853515625,21.13715934753418,548.8599853515625,21.250337600708008,549.6799926757812,21.040151596069336,547.760009765625,21.13176918029785,547.7999877929688,1342825,0
2017-08-31,19.807754516601562,549.0599975585938,21.31500816345215,549.0599975585938,21.363513946533203,549.8699951171875,21.094045639038086,548.239990234375,21.20722198486328,548.7999877929688,1594060,0
2017-09-01,19.69256019592285,551.4299926757812,21.19105339050293,551.4299926757812,21.4766902923584,551.47998046875,21.088655471801758,549.3200073242188,21.449743270874023,550.0800170898438,1558991,0
2017-09-05,19.36201286315918,552.5900268554688,20.83535385131836,552.5900268554688,21.180274963378906,552.6500244140625,20.808406829833984,549.4400024414062,21.164106369018555,550.52001953125,1894094,0
2017-09-06,19.487218856811523,554.52001953125,20.970088958740234,554.52001953125,21.142549514770508,554.989990234375,20.79762840270996,551.8200073242188,20.867691040039062,553.219970703125,1366390,0
2017-09-07,19.4421443939209,555.5399780273438,20.92158317565918,555.5399780273438,21.12099266052246,555.97998046875,20.846132278442383,553.5499877929688,21.088655471801758,554.739990234375,1296809,0
2017-09-08,19.552326202392578,552.3300170898438,21.040151596069336,552.3300170898438,21.104822158813477,554.3200073242188,20.91080665588379,550.469970703125,20.91080665588379,554.0900268554688,1236505,0
2017-09-11,19.837800979614258,556.0599975585938,21.34734535217285,556.0599975585938,21.433576583862305,556.719970703125,21.12099266052246,553.6099853515625,21.15332794189453,553.97998046875,1501842,0
2017-09-12,19.86284637451172,557.0499877929688,21.374292373657227,557.0499877929688,21.5090274810791,557.25,21.271894454956055,555.75,21.341955184936523,556.2000122070312,1722275,0
2017-09-13,19.642473220825195,557.52001953125,21.13715934753418,557.52001953125,21.482080459594727,559.489990234375,21.13176918029785,556.72998046875,21.395849227905273,556.72998046875,2087252,0
2017-09-14,19.632461547851562,555.530029296875,21.126380920410156,555.530029296875,21.164106369018555,556.0900268554688,21.040151596069336,553.8099975585938,21.08326530456543,556.0900268554688,912906,0
2017-09-15,19.752662658691406,556.780029296875,21.255725860595703,556.780029296875,21.3689022064209,556.7899780273438,21.056318283081055,554.3099975585938,21.13176918029785,555.8499755859375,1124619,0
2017-09-18,20.09322166442871,557.02001953125,21.622203826904297,557.02001953125,21.783885955810547,558.1799926757812,21.288063049316406,555.7899780273438,21.304231643676758,556.5,3039495,0
2017-09-19,20.103240966796875,555.3900146484375,21.63298225402832,555.3900146484375,21.77849578857422,557.6500244140625,21.622203826904297,554.4400024414062,21.67070960998535,557.47998046875,816420,0
2017-09-20,20.35365104675293,550.3800048828125,21.90245246887207,550.3800048828125,21.91861915588379,554.7999877929688,21.654541015625,547.6900024414062,21.67070960998535,554.1599731445312,1504068,0
2017-09-21,20.388713836669922,544.9099731445312,21.94017791748047,544.9099731445312,22.037187576293945,550.1599731445312,21.85394859313965,544.6599731445312,21.85394859313965,549.8300170898438,1312581,0
2017-09-22,20.35365104675293,543.72998046875,21.90245246887207,543.72998046875,22.058744430541992,545.9099731445312,21.880895614624023,543.1300048828125,21.945566177368164,544.9500122070312,885816,0
2017-09-25,20.258493423461914,547.4000244140625,21.8000545501709,547.4000244140625,21.983293533325195,547.8800048828125,21.77849578857422,544.4500122070312,21.870115280151367,544.469970703125,1154492,0
