Date,Open,High,Low,Close,Adj Close,Volume
2017-06-28,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-06-29,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-06-30,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-07-03,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-07-05,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-07-06,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.058834195137024,0
2017-07-07,1.4600000381469727,1.4600000381469727,1.440000057220459,1.440000057220459,1.0031064748764038,700
2017-07-10,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-11,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-12,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-13,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-14,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-17,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-18,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-19,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.0031064748764038,0
2017-07-20,1.5,1.5,1.5,1.5,1.0449023246765137,200
2017-07-21,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-24,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-25,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-26,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-27,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-28,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-07-31,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-08-01,1.5,1.5,1.5,1.5,1.0449023246765137,0
2017-08-02,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,27500
2017-08-03,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-04,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-07,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-08,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-09,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-10,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-11,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0.9752421975135803,0
2017-08-14,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.0100722312927246,24500
2017-08-15,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.0100722312927246,5000
2017-08-16,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.0100722312927246,0
2017-08-17,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.0100722312927246,0
2017-08-18,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,900
2017-08-21,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-22,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-23,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-24,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-25,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-28,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
2017-08-29,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.9961403012275696,0
