Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,MarketCap
2017-06-28 00:00:00-04:00,29.631992477475038,29.82971650654593,29.326415237838834,29.578065872192383,4455100,0.0,0.0,ATUS,1041336256
2017-06-29 00:00:00-04:00,29.506167951996623,29.533129541119997,29.12868856185516,29.371353149414062,2115400,0.0,0.0,ATUS,1041336256
2017-06-30 00:00:00-04:00,29.31742692659624,29.470217266756123,28.769185084022773,29.02982521057129,2491100,0.0,0.0,ATUS,1041336256
2017-07-03 00:00:00-04:00,29.06577562593926,29.155649874486766,28.67032241821289,28.67032241821289,917000,0.0,0.0,ATUS,1041336256
2017-07-05 00:00:00-04:00,28.571461225851323,28.832101354030865,27.960306718353106,28.041194915771484,1762900,0.0,0.0,ATUS,1041336256
2017-07-06 00:00:00-04:00,27.96929434542509,29.21856322953225,27.555865592453564,28.652347564697266,1430700,0.0,0.0,ATUS,1041336256
2017-07-07 00:00:00-04:00,28.724248364233905,29.380340002458034,28.382721750193312,29.164640426635742,1409400,0.0,0.0,ATUS,1041336256
2017-07-10 00:00:00-04:00,29.19160090910328,29.416289958676256,28.31980801388703,29.00286293029785,972900,0.0,0.0,ATUS,1041336256
2017-07-11 00:00:00-04:00,28.9759011523178,28.9759011523178,28.108599575246867,28.53550910949707,709100,0.0,0.0,ATUS,1041336256
2017-07-12 00:00:00-04:00,28.95792584198569,29.09273721480695,28.292844745892587,28.67032241821289,747600,0.0,0.0,ATUS,1041336256
2017-07-13 00:00:00-04:00,28.688297300115014,28.814124330849783,28.310819636393447,28.355756759643555,916100,0.0,0.0,ATUS,1041336256
2017-07-14 00:00:00-04:00,28.220944636475075,28.760198705042914,28.220944636475075,28.571460723876953,193100,0.0,0.0,ATUS,1041336256
2017-07-17 00:00:00-04:00,28.337783247522662,28.95343075680945,28.337783247522662,28.679309844970703,1521100,0.0,0.0,ATUS,1041336256
2017-07-18 00:00:00-04:00,28.895012858983307,28.93096050091038,28.463608585272038,28.769184112548828,1033900,0.0,0.0,ATUS,1041336256
2017-07-19 00:00:00-04:00,28.769184340531904,28.850072535353682,28.158031566893815,28.4366455078125,677600,0.0,0.0,ATUS,1041336256
2017-07-20 00:00:00-04:00,28.391708150824417,28.523824734637085,27.663716117640593,28.256895065307617,660600,0.0,0.0,ATUS,1041336256
2017-07-21 00:00:00-04:00,28.1400567239117,28.256895992302976,27.888406079822403,27.951318740844727,583000,0.0,0.0,ATUS,1041336256
2017-07-24 00:00:00-04:00,27.996255108435594,28.131068194726723,27.75359052456672,27.825490951538086,503900,0.0,0.0,ATUS,1041336256
2017-07-25 00:00:00-04:00,27.74460400519099,28.041193475746866,27.618776974423298,27.93334197998047,397200,0.0,0.0,ATUS,1041336256
2017-07-26 00:00:00-04:00,27.8614417467064,28.670321970697987,27.834478444018174,28.40069580078125,408000,0.0,0.0,ATUS,1041336256
2017-07-27 00:00:00-04:00,28.53550982841857,30.61163791948018,28.476191931937993,30.449861526489258,1944000,0.0,0.0,ATUS,1041336256
2017-07-28 00:00:00-04:00,30.342008205652196,30.50378459807517,28.912985691571127,29.272489547729492,780400,0.0,0.0,ATUS,1041336256
2017-07-31 00:00:00-04:00,29.497179216703383,31.33064275013049,29.497179216703383,30.054407119750977,1901100,0.0,0.0,ATUS,1041336256
2017-08-01 00:00:00-04:00,29.919594007559603,30.91721391433382,29.52413909475815,30.386947631835938,1030600,0.0,0.0,ATUS,1041336256
2017-08-02 00:00:00-04:00,30.07238203689376,30.55771121430986,29.19160136036983,29.317426681518555,2013300,0.0,0.0,ATUS,1041336256
2017-08-03 00:00:00-04:00,29.20957714874773,29.461227793222413,28.823111699885665,29.07476234436035,310700,0.0,0.0,ATUS,1041336256
2017-08-04 00:00:00-04:00,29.164639210827463,29.596041772970786,28.895013038048237,29.191600799560547,167100,0.0,0.0,ATUS,1041336256
2017-08-07 00:00:00-04:00,29.43426486776115,29.43426486776115,27.86144155421666,27.93334197998047,613200,0.0,0.0,ATUS,1041336256
2017-08-08 00:00:00-04:00,27.780554378571647,28.28385737735461,27.771566610741775,27.90637969970703,522100,0.0,0.0,ATUS,1041336256
2017-08-09 00:00:00-04:00,27.861443116287408,28.760199345845066,27.23231306990046,27.942331314086914,2489600,0.0,0.0,ATUS,1041336256
2017-08-10 00:00:00-04:00,27.780554910513672,28.760199337589636,27.636754050965042,27.89739418029785,704600,0.0,0.0,ATUS,1041336256
2017-08-11 00:00:00-04:00,27.94233006617734,28.355757090474235,27.75359037499382,28.30183219909668,371800,0.0,0.0,ATUS,1041336256
2017-08-14 00:00:00-04:00,28.490571664565636,28.670321872480553,27.996254735756523,28.16701889038086,574500,0.0,0.0,ATUS,1041336256
2017-08-15 00:00:00-04:00,28.463608599964108,28.54000205326239,27.807516992818165,27.879417419433594,411200,0.0,0.0,ATUS,1041336256
2017-08-16 00:00:00-04:00,27.915366591919398,28.005242553157586,27.3851003062796,27.457000732421875,2357700,0.0,0.0,ATUS,1041336256
2017-08-17 00:00:00-04:00,27.412063716005473,27.555864568851764,26.953697854717397,27.26826286315918,1434200,0.0,0.0,ATUS,1041336256
